filename,file_path,class,label
normal_0065.wav,data\normal\normal_0065.wav,normal,0
normal_0066.wav,data\normal\normal_0066.wav,normal,0
normal_0067.wav,data\normal\normal_0067.wav,normal,0
normal_0068.wav,data\normal\normal_0068.wav,normal,0
normal_0069.wav,data\normal\normal_0069.wav,normal,0
normal_0070.wav,data\normal\normal_0070.wav,normal,0
normal_0071.wav,data\normal\normal_0071.wav,normal,0
normal_0072.wav,data\normal\normal_0072.wav,normal,0
normal_0073.wav,data\normal\normal_0073.wav,normal,0
normal_0074.wav,data\normal\normal_0074.wav,normal,0
normal_0075.wav,data\normal\normal_0075.wav,normal,0
normal_0076.wav,data\normal\normal_0076.wav,normal,0
normal_0077.wav,data\normal\normal_0077.wav,normal,0
normal_0078.wav,data\normal\normal_0078.wav,normal,0
normal_0079.wav,data\normal\normal_0079.wav,normal,0
normal_0080.wav,data\normal\normal_0080.wav,normal,0
normal_0081.wav,data\normal\normal_0081.wav,normal,0
normal_0082.wav,data\normal\normal_0082.wav,normal,0
normal_0083.wav,data\normal\normal_0083.wav,normal,0
normal_0084.wav,data\normal\normal_0084.wav,normal,0
normal_0085.wav,data\normal\normal_0085.wav,normal,0
normal_0086.wav,data\normal\normal_0086.wav,normal,0
normal_0087.wav,data\normal\normal_0087.wav,normal,0
normal_0088.wav,data\normal\normal_0088.wav,normal,0
normal_0089.wav,data\normal\normal_0089.wav,normal,0
normal_0090.wav,data\normal\normal_0090.wav,normal,0
normal_0091.wav,data\normal\normal_0091.wav,normal,0
normal_0092.wav,data\normal\normal_0092.wav,normal,0
normal_0093.wav,data\normal\normal_0093.wav,normal,0
normal_0094.wav,data\normal\normal_0094.wav,normal,0
normal_0095.wav,data\normal\normal_0095.wav,normal,0
normal_0096.wav,data\normal\normal_0096.wav,normal,0
normal_0097.wav,data\normal\normal_0097.wav,normal,0
normal_0098.wav,data\normal\normal_0098.wav,normal,0
normal_0099.wav,data\normal\normal_0099.wav,normal,0
normal_0100.wav,data\normal\normal_0100.wav,normal,0
normal_0101.wav,data\normal\normal_0101.wav,normal,0
normal_0102.wav,data\normal\normal_0102.wav,normal,0
normal_0103.wav,data\normal\normal_0103.wav,normal,0
normal_0104.wav,data\normal\normal_0104.wav,normal,0
normal_0105.wav,data\normal\normal_0105.wav,normal,0
normal_0106.wav,data\normal\normal_0106.wav,normal,0
normal_0107.wav,data\normal\normal_0107.wav,normal,0
normal_0108.wav,data\normal\normal_0108.wav,normal,0
normal_0109.wav,data\normal\normal_0109.wav,normal,0
normal_0110.wav,data\normal\normal_0110.wav,normal,0
normal_0111.wav,data\normal\normal_0111.wav,normal,0
normal_0112.wav,data\normal\normal_0112.wav,normal,0
normal_0113.wav,data\normal\normal_0113.wav,normal,0
normal_0114.wav,data\normal\normal_0114.wav,normal,0
normal_0115.wav,data\normal\normal_0115.wav,normal,0
normal_0116.wav,data\normal\normal_0116.wav,normal,0
normal_0117.wav,data\normal\normal_0117.wav,normal,0
normal_0118.wav,data\normal\normal_0118.wav,normal,0
normal_0119.wav,data\normal\normal_0119.wav,normal,0
normal_0120.wav,data\normal\normal_0120.wav,normal,0
normal_0121.wav,data\normal\normal_0121.wav,normal,0
normal_0122.wav,data\normal\normal_0122.wav,normal,0
normal_0123.wav,data\normal\normal_0123.wav,normal,0
normal_0124.wav,data\normal\normal_0124.wav,normal,0
normal_0125.wav,data\normal\normal_0125.wav,normal,0
normal_0126.wav,data\normal\normal_0126.wav,normal,0
normal_0127.wav,data\normal\normal_0127.wav,normal,0
normal_0128.wav,data\normal\normal_0128.wav,normal,0
normal_0129.wav,data\normal\normal_0129.wav,normal,0
normal_0130.wav,data\normal\normal_0130.wav,normal,0
normal_0131.wav,data\normal\normal_0131.wav,normal,0
normal_0132.wav,data\normal\normal_0132.wav,normal,0
normal_0133.wav,data\normal\normal_0133.wav,normal,0
normal_0134.wav,data\normal\normal_0134.wav,normal,0
normal_0135.wav,data\normal\normal_0135.wav,normal,0
normal_0136.wav,data\normal\normal_0136.wav,normal,0
normal_0137.wav,data\normal\normal_0137.wav,normal,0
normal_0138.wav,data\normal\normal_0138.wav,normal,0
normal_0139.wav,data\normal\normal_0139.wav,normal,0
normal_0140.wav,data\normal\normal_0140.wav,normal,0
normal_0141.wav,data\normal\normal_0141.wav,normal,0
normal_0142.wav,data\normal\normal_0142.wav,normal,0
normal_0143.wav,data\normal\normal_0143.wav,normal,0
normal_0144.wav,data\normal\normal_0144.wav,normal,0
normal_0145.wav,data\normal\normal_0145.wav,normal,0
normal_0146.wav,data\normal\normal_0146.wav,normal,0
normal_0147.wav,data\normal\normal_0147.wav,normal,0
normal_0148.wav,data\normal\normal_0148.wav,normal,0
normal_0149.wav,data\normal\normal_0149.wav,normal,0
normal_0150.wav,data\normal\normal_0150.wav,normal,0
normal_0151.wav,data\normal\normal_0151.wav,normal,0
normal_0152.wav,data\normal\normal_0152.wav,normal,0
normal_0153.wav,data\normal\normal_0153.wav,normal,0
normal_0154.wav,data\normal\normal_0154.wav,normal,0
normal_0155.wav,data\normal\normal_0155.wav,normal,0
normal_0156.wav,data\normal\normal_0156.wav,normal,0
normal_0157.wav,data\normal\normal_0157.wav,normal,0
normal_0158.wav,data\normal\normal_0158.wav,normal,0
normal_0159.wav,data\normal\normal_0159.wav,normal,0
normal_0160.wav,data\normal\normal_0160.wav,normal,0
normal_0161.wav,data\normal\normal_0161.wav,normal,0
normal_0162.wav,data\normal\normal_0162.wav,normal,0
normal_0163.wav,data\normal\normal_0163.wav,normal,0
normal_0164.wav,data\normal\normal_0164.wav,normal,0
normal_0165.wav,data\normal\normal_0165.wav,normal,0
normal_0166.wav,data\normal\normal_0166.wav,normal,0
normal_0167.wav,data\normal\normal_0167.wav,normal,0
normal_0168.wav,data\normal\normal_0168.wav,normal,0
normal_0169.wav,data\normal\normal_0169.wav,normal,0
normal_0170.wav,data\normal\normal_0170.wav,normal,0
normal_0171.wav,data\normal\normal_0171.wav,normal,0
normal_0172.wav,data\normal\normal_0172.wav,normal,0
normal_0173.wav,data\normal\normal_0173.wav,normal,0
normal_0174.wav,data\normal\normal_0174.wav,normal,0
normal_0175.wav,data\normal\normal_0175.wav,normal,0
normal_0176.wav,data\normal\normal_0176.wav,normal,0
normal_0177.wav,data\normal\normal_0177.wav,normal,0
normal_0178.wav,data\normal\normal_0178.wav,normal,0
normal_0179.wav,data\normal\normal_0179.wav,normal,0
normal_0180.wav,data\normal\normal_0180.wav,normal,0
normal_0181.wav,data\normal\normal_0181.wav,normal,0
normal_0182.wav,data\normal\normal_0182.wav,normal,0
normal_0183.wav,data\normal\normal_0183.wav,normal,0
normal_0184.wav,data\normal\normal_0184.wav,normal,0
normal_0185.wav,data\normal\normal_0185.wav,normal,0
normal_0186.wav,data\normal\normal_0186.wav,normal,0
normal_0187.wav,data\normal\normal_0187.wav,normal,0
normal_0188.wav,data\normal\normal_0188.wav,normal,0
normal_0189.wav,data\normal\normal_0189.wav,normal,0
normal_0190.wav,data\normal\normal_0190.wav,normal,0
normal_0191.wav,data\normal\normal_0191.wav,normal,0
normal_0192.wav,data\normal\normal_0192.wav,normal,0
normal_0193.wav,data\normal\normal_0193.wav,normal,0
normal_0194.wav,data\normal\normal_0194.wav,normal,0
normal_0195.wav,data\normal\normal_0195.wav,normal,0
normal_0196.wav,data\normal\normal_0196.wav,normal,0
normal_0197.wav,data\normal\normal_0197.wav,normal,0
normal_0198.wav,data\normal\normal_0198.wav,normal,0
normal_0199.wav,data\normal\normal_0199.wav,normal,0
normal_0200.wav,data\normal\normal_0200.wav,normal,0
normal_0201.wav,data\normal\normal_0201.wav,normal,0
normal_0202.wav,data\normal\normal_0202.wav,normal,0
normal_0203.wav,data\normal\normal_0203.wav,normal,0
normal_0204.wav,data\normal\normal_0204.wav,normal,0
normal_0205.wav,data\normal\normal_0205.wav,normal,0
normal_0206.wav,data\normal\normal_0206.wav,normal,0
normal_0207.wav,data\normal\normal_0207.wav,normal,0
normal_0208.wav,data\normal\normal_0208.wav,normal,0
normal_0209.wav,data\normal\normal_0209.wav,normal,0
normal_0210.wav,data\normal\normal_0210.wav,normal,0
normal_0211.wav,data\normal\normal_0211.wav,normal,0
normal_0212.wav,data\normal\normal_0212.wav,normal,0
normal_0213.wav,data\normal\normal_0213.wav,normal,0
normal_0214.wav,data\normal\normal_0214.wav,normal,0
normal_0215.wav,data\normal\normal_0215.wav,normal,0
normal_0216.wav,data\normal\normal_0216.wav,normal,0
normal_0217.wav,data\normal\normal_0217.wav,normal,0
normal_0218.wav,data\normal\normal_0218.wav,normal,0
normal_0219.wav,data\normal\normal_0219.wav,normal,0
normal_0220.wav,data\normal\normal_0220.wav,normal,0
normal_0221.wav,data\normal\normal_0221.wav,normal,0
normal_0222.wav,data\normal\normal_0222.wav,normal,0
normal_0223.wav,data\normal\normal_0223.wav,normal,0
normal_0224.wav,data\normal\normal_0224.wav,normal,0
normal_0225.wav,data\normal\normal_0225.wav,normal,0
normal_0226.wav,data\normal\normal_0226.wav,normal,0
normal_0227.wav,data\normal\normal_0227.wav,normal,0
normal_0228.wav,data\normal\normal_0228.wav,normal,0
normal_0229.wav,data\normal\normal_0229.wav,normal,0
normal_0230.wav,data\normal\normal_0230.wav,normal,0
normal_0231.wav,data\normal\normal_0231.wav,normal,0
normal_0232.wav,data\normal\normal_0232.wav,normal,0
normal_0233.wav,data\normal\normal_0233.wav,normal,0
normal_0234.wav,data\normal\normal_0234.wav,normal,0
normal_0235.wav,data\normal\normal_0235.wav,normal,0
normal_0236.wav,data\normal\normal_0236.wav,normal,0
normal_0237.wav,data\normal\normal_0237.wav,normal,0
normal_0238.wav,data\normal\normal_0238.wav,normal,0
normal_0239.wav,data\normal\normal_0239.wav,normal,0
normal_0240.wav,data\normal\normal_0240.wav,normal,0
normal_0241.wav,data\normal\normal_0241.wav,normal,0
normal_0242.wav,data\normal\normal_0242.wav,normal,0
normal_0243.wav,data\normal\normal_0243.wav,normal,0
normal_0244.wav,data\normal\normal_0244.wav,normal,0
normal_0245.wav,data\normal\normal_0245.wav,normal,0
normal_0246.wav,data\normal\normal_0246.wav,normal,0
normal_0247.wav,data\normal\normal_0247.wav,normal,0
normal_0248.wav,data\normal\normal_0248.wav,normal,0
normal_0249.wav,data\normal\normal_0249.wav,normal,0
normal_0250.wav,data\normal\normal_0250.wav,normal,0
normal_0251.wav,data\normal\normal_0251.wav,normal,0
normal_0252.wav,data\normal\normal_0252.wav,normal,0
normal_0253.wav,data\normal\normal_0253.wav,normal,0
normal_0254.wav,data\normal\normal_0254.wav,normal,0
normal_0255.wav,data\normal\normal_0255.wav,normal,0
normal_0256.wav,data\normal\normal_0256.wav,normal,0
normal_0257.wav,data\normal\normal_0257.wav,normal,0
normal_0258.wav,data\normal\normal_0258.wav,normal,0
normal_0259.wav,data\normal\normal_0259.wav,normal,0
normal_0260.wav,data\normal\normal_0260.wav,normal,0
normal_0261.wav,data\normal\normal_0261.wav,normal,0
normal_0262.wav,data\normal\normal_0262.wav,normal,0
normal_0263.wav,data\normal\normal_0263.wav,normal,0
normal_0264.wav,data\normal\normal_0264.wav,normal,0
normal_0265.wav,data\normal\normal_0265.wav,normal,0
normal_0266.wav,data\normal\normal_0266.wav,normal,0
normal_0267.wav,data\normal\normal_0267.wav,normal,0
normal_0268.wav,data\normal\normal_0268.wav,normal,0
normal_0269.wav,data\normal\normal_0269.wav,normal,0
normal_0270.wav,data\normal\normal_0270.wav,normal,0
normal_0271.wav,data\normal\normal_0271.wav,normal,0
normal_0272.wav,data\normal\normal_0272.wav,normal,0
normal_0273.wav,data\normal\normal_0273.wav,normal,0
normal_0274.wav,data\normal\normal_0274.wav,normal,0
normal_0275.wav,data\normal\normal_0275.wav,normal,0
normal_0276.wav,data\normal\normal_0276.wav,normal,0
normal_0277.wav,data\normal\normal_0277.wav,normal,0
normal_0278.wav,data\normal\normal_0278.wav,normal,0
normal_0279.wav,data\normal\normal_0279.wav,normal,0
normal_0280.wav,data\normal\normal_0280.wav,normal,0
normal_0281.wav,data\normal\normal_0281.wav,normal,0
normal_0282.wav,data\normal\normal_0282.wav,normal,0
normal_0283.wav,data\normal\normal_0283.wav,normal,0
normal_0284.wav,data\normal\normal_0284.wav,normal,0
normal_0285.wav,data\normal\normal_0285.wav,normal,0
normal_0286.wav,data\normal\normal_0286.wav,normal,0
normal_0287.wav,data\normal\normal_0287.wav,normal,0
normal_0288.wav,data\normal\normal_0288.wav,normal,0
normal_0289.wav,data\normal\normal_0289.wav,normal,0
normal_0290.wav,data\normal\normal_0290.wav,normal,0
normal_0291.wav,data\normal\normal_0291.wav,normal,0
normal_0292.wav,data\normal\normal_0292.wav,normal,0
normal_0293.wav,data\normal\normal_0293.wav,normal,0
normal_0294.wav,data\normal\normal_0294.wav,normal,0
normal_0295.wav,data\normal\normal_0295.wav,normal,0
normal_0296.wav,data\normal\normal_0296.wav,normal,0
normal_0297.wav,data\normal\normal_0297.wav,normal,0
normal_0298.wav,data\normal\normal_0298.wav,normal,0
normal_0299.wav,data\normal\normal_0299.wav,normal,0
normal_0300.wav,data\normal\normal_0300.wav,normal,0
normal_0301.wav,data\normal\normal_0301.wav,normal,0
normal_0302.wav,data\normal\normal_0302.wav,normal,0
normal_0303.wav,data\normal\normal_0303.wav,normal,0
normal_0304.wav,data\normal\normal_0304.wav,normal,0
normal_0305.wav,data\normal\normal_0305.wav,normal,0
normal_0306.wav,data\normal\normal_0306.wav,normal,0
normal_0307.wav,data\normal\normal_0307.wav,normal,0
normal_0308.wav,data\normal\normal_0308.wav,normal,0
normal_0309.wav,data\normal\normal_0309.wav,normal,0
normal_0310.wav,data\normal\normal_0310.wav,normal,0
normal_0311.wav,data\normal\normal_0311.wav,normal,0
normal_0312.wav,data\normal\normal_0312.wav,normal,0
normal_0313.wav,data\normal\normal_0313.wav,normal,0
normal_0314.wav,data\normal\normal_0314.wav,normal,0
normal_0315.wav,data\normal\normal_0315.wav,normal,0
normal_0316.wav,data\normal\normal_0316.wav,normal,0
normal_0317.wav,data\normal\normal_0317.wav,normal,0
normal_0318.wav,data\normal\normal_0318.wav,normal,0
normal_0319.wav,data\normal\normal_0319.wav,normal,0
normal_0320.wav,data\normal\normal_0320.wav,normal,0
normal_0321.wav,data\normal\normal_0321.wav,normal,0
normal_0322.wav,data\normal\normal_0322.wav,normal,0
normal_0323.wav,data\normal\normal_0323.wav,normal,0
normal_0324.wav,data\normal\normal_0324.wav,normal,0
normal_0325.wav,data\normal\normal_0325.wav,normal,0
normal_0326.wav,data\normal\normal_0326.wav,normal,0
normal_0327.wav,data\normal\normal_0327.wav,normal,0
normal_0328.wav,data\normal\normal_0328.wav,normal,0
normal_0329.wav,data\normal\normal_0329.wav,normal,0
normal_0330.wav,data\normal\normal_0330.wav,normal,0
normal_0331.wav,data\normal\normal_0331.wav,normal,0
normal_0332.wav,data\normal\normal_0332.wav,normal,0
normal_0333.wav,data\normal\normal_0333.wav,normal,0
normal_0334.wav,data\normal\normal_0334.wav,normal,0
normal_0335.wav,data\normal\normal_0335.wav,normal,0
normal_0336.wav,data\normal\normal_0336.wav,normal,0
normal_0337.wav,data\normal\normal_0337.wav,normal,0
normal_0338.wav,data\normal\normal_0338.wav,normal,0
normal_0339.wav,data\normal\normal_0339.wav,normal,0
normal_0340.wav,data\normal\normal_0340.wav,normal,0
normal_0341.wav,data\normal\normal_0341.wav,normal,0
normal_0342.wav,data\normal\normal_0342.wav,normal,0
normal_0343.wav,data\normal\normal_0343.wav,normal,0
normal_0344.wav,data\normal\normal_0344.wav,normal,0
normal_0345.wav,data\normal\normal_0345.wav,normal,0
normal_0346.wav,data\normal\normal_0346.wav,normal,0
normal_0347.wav,data\normal\normal_0347.wav,normal,0
normal_0348.wav,data\normal\normal_0348.wav,normal,0
normal_0349.wav,data\normal\normal_0349.wav,normal,0
normal_0350.wav,data\normal\normal_0350.wav,normal,0
normal_0351.wav,data\normal\normal_0351.wav,normal,0
normal_0352.wav,data\normal\normal_0352.wav,normal,0
normal_0353.wav,data\normal\normal_0353.wav,normal,0
normal_0354.wav,data\normal\normal_0354.wav,normal,0
normal_0355.wav,data\normal\normal_0355.wav,normal,0
normal_0356.wav,data\normal\normal_0356.wav,normal,0
normal_0357.wav,data\normal\normal_0357.wav,normal,0
normal_0358.wav,data\normal\normal_0358.wav,normal,0
normal_0359.wav,data\normal\normal_0359.wav,normal,0
normal_0360.wav,data\normal\normal_0360.wav,normal,0
normal_0361.wav,data\normal\normal_0361.wav,normal,0
normal_0362.wav,data\normal\normal_0362.wav,normal,0
normal_0363.wav,data\normal\normal_0363.wav,normal,0
normal_0364.wav,data\normal\normal_0364.wav,normal,0
normal_0365.wav,data\normal\normal_0365.wav,normal,0
normal_0366.wav,data\normal\normal_0366.wav,normal,0
normal_0367.wav,data\normal\normal_0367.wav,normal,0
normal_0368.wav,data\normal\normal_0368.wav,normal,0
normal_0369.wav,data\normal\normal_0369.wav,normal,0
normal_0370.wav,data\normal\normal_0370.wav,normal,0
normal_0371.wav,data\normal\normal_0371.wav,normal,0
normal_0372.wav,data\normal\normal_0372.wav,normal,0
normal_0373.wav,data\normal\normal_0373.wav,normal,0
normal_0374.wav,data\normal\normal_0374.wav,normal,0
normal_0375.wav,data\normal\normal_0375.wav,normal,0
normal_0376.wav,data\normal\normal_0376.wav,normal,0
normal_0377.wav,data\normal\normal_0377.wav,normal,0
normal_0378.wav,data\normal\normal_0378.wav,normal,0
normal_0379.wav,data\normal\normal_0379.wav,normal,0
normal_0380.wav,data\normal\normal_0380.wav,normal,0
normal_0381.wav,data\normal\normal_0381.wav,normal,0
normal_0382.wav,data\normal\normal_0382.wav,normal,0
normal_0383.wav,data\normal\normal_0383.wav,normal,0
normal_0384.wav,data\normal\normal_0384.wav,normal,0
normal_0385.wav,data\normal\normal_0385.wav,normal,0
normal_0386.wav,data\normal\normal_0386.wav,normal,0
normal_0387.wav,data\normal\normal_0387.wav,normal,0
normal_0388.wav,data\normal\normal_0388.wav,normal,0
normal_0389.wav,data\normal\normal_0389.wav,normal,0
normal_0390.wav,data\normal\normal_0390.wav,normal,0
normal_0391.wav,data\normal\normal_0391.wav,normal,0
normal_0392.wav,data\normal\normal_0392.wav,normal,0
normal_0393.wav,data\normal\normal_0393.wav,normal,0
normal_0394.wav,data\normal\normal_0394.wav,normal,0
normal_0395.wav,data\normal\normal_0395.wav,normal,0
normal_0396.wav,data\normal\normal_0396.wav,normal,0
normal_0397.wav,data\normal\normal_0397.wav,normal,0
normal_0398.wav,data\normal\normal_0398.wav,normal,0
normal_0399.wav,data\normal\normal_0399.wav,normal,0
normal_0400.wav,data\normal\normal_0400.wav,normal,0
normal_0401.wav,data\normal\normal_0401.wav,normal,0
normal_0402.wav,data\normal\normal_0402.wav,normal,0
normal_0403.wav,data\normal\normal_0403.wav,normal,0
normal_0404.wav,data\normal\normal_0404.wav,normal,0
normal_0405.wav,data\normal\normal_0405.wav,normal,0
normal_0406.wav,data\normal\normal_0406.wav,normal,0
normal_0407.wav,data\normal\normal_0407.wav,normal,0
normal_0408.wav,data\normal\normal_0408.wav,normal,0
normal_0409.wav,data\normal\normal_0409.wav,normal,0
normal_0410.wav,data\normal\normal_0410.wav,normal,0
normal_0411.wav,data\normal\normal_0411.wav,normal,0
normal_0412.wav,data\normal\normal_0412.wav,normal,0
normal_0413.wav,data\normal\normal_0413.wav,normal,0
normal_0414.wav,data\normal\normal_0414.wav,normal,0
normal_0415.wav,data\normal\normal_0415.wav,normal,0
normal_0416.wav,data\normal\normal_0416.wav,normal,0
normal_0417.wav,data\normal\normal_0417.wav,normal,0
normal_0418.wav,data\normal\normal_0418.wav,normal,0
normal_0419.wav,data\normal\normal_0419.wav,normal,0
normal_0420.wav,data\normal\normal_0420.wav,normal,0
normal_0421.wav,data\normal\normal_0421.wav,normal,0
normal_0422.wav,data\normal\normal_0422.wav,normal,0
normal_0423.wav,data\normal\normal_0423.wav,normal,0
normal_0424.wav,data\normal\normal_0424.wav,normal,0
normal_0425.wav,data\normal\normal_0425.wav,normal,0
normal_0426.wav,data\normal\normal_0426.wav,normal,0
normal_0427.wav,data\normal\normal_0427.wav,normal,0
normal_0428.wav,data\normal\normal_0428.wav,normal,0
normal_0429.wav,data\normal\normal_0429.wav,normal,0
normal_0430.wav,data\normal\normal_0430.wav,normal,0
normal_0431.wav,data\normal\normal_0431.wav,normal,0
normal_0432.wav,data\normal\normal_0432.wav,normal,0
normal_0433.wav,data\normal\normal_0433.wav,normal,0
normal_0434.wav,data\normal\normal_0434.wav,normal,0
normal_0435.wav,data\normal\normal_0435.wav,normal,0
normal_0436.wav,data\normal\normal_0436.wav,normal,0
normal_0437.wav,data\normal\normal_0437.wav,normal,0
normal_0438.wav,data\normal\normal_0438.wav,normal,0
normal_0439.wav,data\normal\normal_0439.wav,normal,0
normal_0440.wav,data\normal\normal_0440.wav,normal,0
normal_0441.wav,data\normal\normal_0441.wav,normal,0
normal_0442.wav,data\normal\normal_0442.wav,normal,0
normal_0443.wav,data\normal\normal_0443.wav,normal,0
normal_0444.wav,data\normal\normal_0444.wav,normal,0
normal_0445.wav,data\normal\normal_0445.wav,normal,0
normal_0446.wav,data\normal\normal_0446.wav,normal,0
normal_0447.wav,data\normal\normal_0447.wav,normal,0
normal_0448.wav,data\normal\normal_0448.wav,normal,0
normal_0449.wav,data\normal\normal_0449.wav,normal,0
normal_0450.wav,data\normal\normal_0450.wav,normal,0
normal_0451.wav,data\normal\normal_0451.wav,normal,0
normal_0452.wav,data\normal\normal_0452.wav,normal,0
normal_0453.wav,data\normal\normal_0453.wav,normal,0
normal_0454.wav,data\normal\normal_0454.wav,normal,0
normal_0455.wav,data\normal\normal_0455.wav,normal,0
normal_0456.wav,data\normal\normal_0456.wav,normal,0
normal_0457.wav,data\normal\normal_0457.wav,normal,0
normal_0458.wav,data\normal\normal_0458.wav,normal,0
normal_0459.wav,data\normal\normal_0459.wav,normal,0
normal_0460.wav,data\normal\normal_0460.wav,normal,0
normal_0461.wav,data\normal\normal_0461.wav,normal,0
normal_0462.wav,data\normal\normal_0462.wav,normal,0
normal_0463.wav,data\normal\normal_0463.wav,normal,0
normal_0464.wav,data\normal\normal_0464.wav,normal,0
normal_0465.wav,data\normal\normal_0465.wav,normal,0
normal_0466.wav,data\normal\normal_0466.wav,normal,0
normal_0467.wav,data\normal\normal_0467.wav,normal,0
normal_0468.wav,data\normal\normal_0468.wav,normal,0
normal_0469.wav,data\normal\normal_0469.wav,normal,0
normal_0470.wav,data\normal\normal_0470.wav,normal,0
normal_0471.wav,data\normal\normal_0471.wav,normal,0
normal_0472.wav,data\normal\normal_0472.wav,normal,0
normal_0473.wav,data\normal\normal_0473.wav,normal,0
normal_0474.wav,data\normal\normal_0474.wav,normal,0
normal_0475.wav,data\normal\normal_0475.wav,normal,0
normal_0476.wav,data\normal\normal_0476.wav,normal,0
normal_0477.wav,data\normal\normal_0477.wav,normal,0
normal_0478.wav,data\normal\normal_0478.wav,normal,0
normal_0479.wav,data\normal\normal_0479.wav,normal,0
normal_0480.wav,data\normal\normal_0480.wav,normal,0
normal_0481.wav,data\normal\normal_0481.wav,normal,0
normal_0482.wav,data\normal\normal_0482.wav,normal,0
normal_0483.wav,data\normal\normal_0483.wav,normal,0
normal_0484.wav,data\normal\normal_0484.wav,normal,0
normal_0485.wav,data\normal\normal_0485.wav,normal,0
normal_0486.wav,data\normal\normal_0486.wav,normal,0
normal_0487.wav,data\normal\normal_0487.wav,normal,0
normal_0488.wav,data\normal\normal_0488.wav,normal,0
normal_0489.wav,data\normal\normal_0489.wav,normal,0
normal_0490.wav,data\normal\normal_0490.wav,normal,0
normal_0491.wav,data\normal\normal_0491.wav,normal,0
normal_0492.wav,data\normal\normal_0492.wav,normal,0
normal_0493.wav,data\normal\normal_0493.wav,normal,0
normal_0494.wav,data\normal\normal_0494.wav,normal,0
normal_0495.wav,data\normal\normal_0495.wav,normal,0
normal_0496.wav,data\normal\normal_0496.wav,normal,0
normal_0497.wav,data\normal\normal_0497.wav,normal,0
normal_0498.wav,data\normal\normal_0498.wav,normal,0
normal_0499.wav,data\normal\normal_0499.wav,normal,0
normal_0500.wav,data\normal\normal_0500.wav,normal,0
